Customer_Id,Customer_City,Customer_Country,Customer_Fname,Customer_Lname,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode,Latitude,Longitude
16447,Caguas,Puerto Rico,Linda,Benton,Consumer,PR,7197 Honey Quail Round,725,18.21994972,-66.03704834
19266,Caguas,Puerto Rico,Bo,Patel,Consumer,PR,9706 Rustic Route,725,18.22922325,-66.0370636
19190,Caguas,Puerto Rico,Kendall,Odom,Consumer,PR,9731 Honey Fox Towers,725,18.21536827,-66.0370636
16568,Caguas,Puerto Rico,Miranda,Jacobs,Consumer,PR,6312 Stony Anchor Promenade,725,18.21100235,-66.03705597
16460,Caguas,Puerto Rico,Bethany,Faulkner,Consumer,PR,8944 Red Place,725,18.22441101,-66.03704834
16582,Caguas,Puerto Rico,Callie,Sargent,Consumer,PR,6155 Rocky Private,725,18.2907753,-66.03704834
19270,Caguas,Puerto Rico,Mary,Shannon,Consumer,PR,3051 Lost Spring Ledge,725,18.24265862,-66.03705597
18810,Caguas,Puerto Rico,Ayanna,Alford,Consumer,PR,1112 Quaking Panda Way,725,18.21434784,-66.03704834
15699,Caguas,Puerto Rico,Robin,Jarvis,Consumer,PR,3640 Easy Shadow Expressway,725,18.25789642,-66.03705597
15741,Caguas,Puerto Rico,Zoe,Dean,Consumer,PR,6540 Hidden Dale,725,18.29729462,-66.03704834
1858,Caguas,Puerto Rico,William,Greene,Consumer,PR,2472 Noble Butterfly Dell,725,18.27356339,-66.37054443
2197,Caguas,Puerto Rico,Joseph,Smith,Consumer,PR,4592 Grand Timber Ramp,725,18.25911331,-66.3706131
12176,Caguas,Puerto Rico,Mary,Martin,Consumer,PR,1840 Sleepy Gardens,725,18.27115631,-66.37055206
6998,Caguas,Puerto Rico,Catherine,Jimenez,Consumer,PR,4249 Dewy Sky Path,725,18.2753315,-66.37063599
3127,Caguas,Puerto Rico,Jessica,Smith,Consumer,PR,9739 Round Spring Expressway,725,18.21910286,-66.37055206
10903,San Juan,Puerto Rico,Mary,Smith,Consumer,PR,672 Umber Vista,921,26.23668098,-98.13918304
5927,Caguas,Puerto Rico,Christopher,Cooper,Consumer,PR,1112 Sunny Pond Wood,725,18.20561028,-66.37050629
2265,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,8581 Broad Trace,725,18.20765877,-66.37055206
3272,Caguas,Puerto Rico,Julie,Smith,Consumer,PR,5744 Amber Pointe,725,18.23384476,-66.37050629
1987,Caguas,Puerto Rico,Brenda,Mccarthy,Consumer,PR,8631 Lost Beacon Highway,725,18.29898071,-66.3705368
8468,Caguas,Puerto Rico,Joshua,Conner,Consumer,PR,4480 Hidden Rabbit Link,725,18.21442604,-66.37063599
7942,Caguas,Puerto Rico,Jacob,Gonzalez,Consumer,PR,1749 Jagged Arbor,725,18.27793503,-66.3705368
16020,Caguas,Puerto Rico,Brooke,Waller,Consumer,PR,5817 Green Hills Via,725,18.25990295,-66.03705597
18335,Caguas,Puerto Rico,Carol,Anthony,Consumer,PR,6540 Hidden Dale,725,18.29356384,-66.0370636
17523,Caguas,Puerto Rico,Bree,Pierce,Consumer,PR,9484 Bright Barn Maze,725,18.28030586,-66.03705597
10807,Caguas,Puerto Rico,Benjamin,Wilson,Consumer,PR,9882 Cotton Abbey,725,18.23222351,-66.37055206
10386,Caguas,Puerto Rico,Theresa,Burns,Consumer,PR,1735 Shady Robin Cape,725,18.23372269,-66.37054443
11884,Caguas,Puerto Rico,Evelyn,Contreras,Consumer,PR,4828 Middle Villas,725,18.20081711,-66.37062073
5954,Caguas,Puerto Rico,Amy,Smith,Consumer,PR,5407 Old Willow Townline,725,18.2163372,-66.37050629
17682,Caguas,Puerto Rico,Cleo,Figueroa,Consumer,PR,8335 Little Rise Downs,725,18.28684807,-66.03705597
10529,Caguas,Puerto Rico,Barbara,Nixon,Consumer,PR,7190 Silver Horse Glade,725,18.22115135,-66.37052918
6368,Caguas,Puerto Rico,Mary,Morales,Consumer,PR,4462 Blue Drive,725,18.28279877,-66.3705368
10788,Caguas,Puerto Rico,Kenneth,Prince,Consumer,PR,2407 Cozy Panda Falls,725,18.21155739,-66.37060547
17680,Caguas,Puerto Rico,Adrienne,Rios,Consumer,PR,7621 Fallen Hollow,725,18.27012444,-66.03705597
4320,Caguas,Puerto Rico,Jordan,Taylor,Consumer,PR,7192 Green Arbor,725,18.20847893,-66.37060547
5537,Caguas,Puerto Rico,James,Bryan,Consumer,PR,9753 Little Willow Estates,725,18.29483223,-66.37055206
9032,Caguas,Puerto Rico,Lauren,Munoz,Consumer,PR,6676 Clear Centre,725,18.21886635,-66.37060547
4553,Caguas,Puerto Rico,Mary,Carter,Consumer,PR,5514 Lost Walk,725,18.25601578,-66.37055969
676,Caguas,Puerto Rico,Robert,Smith,Consumer,PR,2246 Sunny Lake Via,725,18.24757767,-66.02532196
2521,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,1313 Old Hickory Round,725,18.26417351,-66.37060547
3179,Caguas,Puerto Rico,Mary,Compton,Consumer,PR,5180 Bright Fox Trail,725,18.2063961,-66.37057495
3223,Caguas,Puerto Rico,Thomas,White,Consumer,PR,3504 Dusty View Loop,725,18.22865868,-66.37055969
12211,Caguas,Puerto Rico,David,Chambers,Consumer,PR,4380 Cotton Barn Falls,725,18.28635979,-66.37052918
16050,Caguas,Puerto Rico,Nomlanga,Hinton,Consumer,PR,523 Sleepy Hills Front,725,18.23420334,-66.03704834
10556,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,8213 Rustic Spring Glade,725,18.22346497,-66.37052918
2320,Caguas,Puerto Rico,Katherine,Smith,Consumer,PR,2831 Rustic Dale,725,18.20974159,-66.37055969
2529,Caguas,Puerto Rico,Ryan,Sampson,Consumer,PR,8647 Misty Vista,725,18.20679283,-66.3705368
17336,Caguas,Puerto Rico,Taylor,Brewer,Consumer,PR,866 Cinder Cape,725,18.22452354,-66.0370636
7356,Caguas,Puerto Rico,Andrew,Robles,Consumer,PR,2789 Velvet Carrefour,725,18.24988365,-66.3705368
20706,Caguas,Puerto Rico,Belle,Sutton,Consumer,PR,7106 Rustic Brook Byway,725,18.23366928,-66.0370636
17317,Caguas,Puerto Rico,Ella,Barrett,Consumer,PR,9276 Jagged Towers,725,18.28076172,-66.03705597
10417,Caguas,Puerto Rico,Kyle,Smith,Consumer,PR,3668 Golden Rise Round,725,18.21743202,-66.37055969
17442,Caguas,Puerto Rico,Sade,Griffin,Consumer,PR,432 Dusty Glen,725,18.23300743,-66.03705597
17334,Caguas,Puerto Rico,Xerxes,Neal,Consumer,PR,4948 Middle Orchard,725,18.26686668,-66.03705597
287,Caguas,Puerto Rico,Andrew,Salazar,Consumer,PR,3939 Easy Fawn Nook,725,18.3590107,-66.07815552
20543,Caguas,Puerto Rico,Rachel,Ortiz,Consumer,PR,7767 Hidden Place,725,18.21342278,-66.0370636
17710,Caguas,Puerto Rico,Maia,Whitley,Consumer,PR,7760 Sunny Dale,725,18.24615288,-66.03705597
1210,Caguas,Puerto Rico,Jeffrey,Gardner,Consumer,PR,4831 Sleepy Bear Gate,725,18.2549057,-66.37052155
18396,Caguas,Puerto Rico,Joelle,Martinez,Consumer,PR,4439 Tawny Mall,725,18.28676033,-66.03705597
17422,Caguas,Puerto Rico,Aurora,Miles,Consumer,PR,1207 Amber Horse Grounds,725,18.20665741,-66.03705597
20594,Caguas,Puerto Rico,Sig,Riddle,Consumer,PR,1531 Foggy Panda Centre,725,18.29652023,-66.04867554
17911,Caguas,Puerto Rico,Alyssa,Carter,Consumer,PR,2704 High Leaf Glen,725,18.25130272,-66.03704834
11367,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,8667 Iron Arbor,725,18.29887199,-66.37063599
12262,Caguas,Puerto Rico,Michael,Gray,Consumer,PR,2781 Old Cove,725,18.24464989,-66.37052155
10935,Caguas,Puerto Rico,Ralph,Potter,Consumer,PR,5961 Blue Towers,725,18.20099258,-66.37062073
20719,Caguas,Puerto Rico,Amity,Mcmillan,Consumer,PR,5674 Merry Nectar Pines,725,18.23006058,-66.03705597
3318,Caguas,Puerto Rico,Henry,Tate,Consumer,PR,4462 Blue Drive,725,18.20509148,-66.37055206
10412,Vega Baja,Puerto Rico,Jean,Hartman,Consumer,PR,5802 Rocky Bluff Gardens,693,18.44484711,-66.38641357
12393,Manati,Puerto Rico,Mary,Smith,Consumer,PR,6567 High Lagoon Heath,674,18.43013001,-66.48731232
18881,Caguas,Puerto Rico,Olympia,Shepard,Consumer,PR,1859 Sunny Quay,725,18.26259804,-66.03705597
17909,Caguas,Puerto Rico,Dorothy,Casey,Consumer,PR,404 Red Acres,725,18.24967003,-66.03705597
18429,Caguas,Puerto Rico,Aspen,Sutton,Consumer,PR,6460 Golden Meadow,725,18.22595024,-66.0370636
18285,Caguas,Puerto Rico,Hilary,Dale,Consumer,PR,2744 Round Deer Nook,725,18.26971626,-66.0370636
10990,Caguas,Puerto Rico,Alice,Wyatt,Consumer,PR,9317 Stony Townline,725,18.21441841,-66.37052918
20682,Caguas,Puerto Rico,Cleo,Cain,Consumer,PR,1690 Blue Dale Lane,725,18.23246956,-66.03704834
5624,Caguas,Puerto Rico,Mary,Mata,Consumer,PR,7353 Round Spring Chase,725,18.29422379,-66.37052155
16023,Caguas,Puerto Rico,Bree,Glenn,Consumer,PR,5364 Indian Gate Highway,725,18.21741676,-66.0370636
6617,Caguas,Puerto Rico,Mary,Barnes,Consumer,PR,4922 Heather Gate Stead,725,18.20696259,-66.37062073
10721,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,7231 Grand Turnabout,725,18.22704887,-66.37060547
18302,Caguas,Puerto Rico,Danielle,Lee,Consumer,PR,5744 Amber Pointe,725,18.2822609,-66.03705597
16041,Caguas,Puerto Rico,Ainsley,Warren,Consumer,PR,8762 Shady Cloud Thicket,725,18.25303841,-66.0370636
100,Caguas,Puerto Rico,George,Barrett,Consumer,PR,4110 Silent Pointe,725,18.22760201,-66.04357147
11526,Caguas,Puerto Rico,Dorothy,Crawford,Consumer,PR,6759 Clear Maze,725,18.22063255,-66.37060547
439,Caguas,Puerto Rico,Rose,Delgado,Consumer,PR,8620 Silent Alley,725,18.22759628,-66.04355621
11591,Caguas,Puerto Rico,Ann,Alexander,Consumer,PR,9512 Grand Blossom Gate,725,18.29671669,-66.37051392
12185,Caguas,Puerto Rico,Debra,Smith,Consumer,PR,4715 Harvest Creek Mews,725,18.2982769,-66.37052918
7274,Caguas,Puerto Rico,Linda,Allen,Consumer,PR,1173 Iron Terrace,725,18.27911568,-66.3706131
12244,Caguas,Puerto Rico,Cynthia,Chambers,Consumer,PR,6747 Easy Prairie Impasse,725,18.21561241,-66.37054443
6910,Caguas,Puerto Rico,Carol,Smith,Consumer,PR,7627 Dusty Hills Lane,725,18.21858978,-66.37055206
18697,Caguas,Puerto Rico,Cassandra,Gonzalez,Consumer,PR,9009 Umber Log Island,725,18.24855232,-66.03704834
6007,Caguas,Puerto Rico,Edward,Mitchell,Consumer,PR,7577 Quiet Towers,725,18.29080582,-66.3706131
18684,Caguas,Puerto Rico,Stela,Goff,Consumer,PR,5736 Old Cloud Heath,725,18.27002716,-66.03705597
18702,Caguas,Puerto Rico,McKenzie,Doyle,Consumer,PR,1780 Grand View Route,725,18.23621178,-66.03704834
7473,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,14 Broad Pine Pointe,725,18.26661682,-66.37056732
10036,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,3345 Heather Inlet,725,18.26760674,-66.37059021
2008,Caguas,Puerto Rico,Alexander,Smith,Consumer,PR,8101 Fallen Parkway,725,18.2246151,-66.37056732
1560,Caguas,Puerto Rico,Mary,Smith,Consumer,PR,2407 Dusty Mount,725,18.26159096,-66.37058258
7802,Caguas,Puerto Rico,Mary,Acevedo,Consumer,PR,7179 Amber Cider Village,725,18.23605919,-66.37056732
981,Caguas,Puerto Rico,Christine,Schwartz,Consumer,PR,3244 Misty Leaf Inlet,725,18.22583389,-66.0463028
8473,Caguas,Puerto Rico,Kevin,Smith,Corporate,PR,3915 Cinder Treasure Pike,725,18.22521782,-66.37059021
5513,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,8473 Amber Bluff Manor,725,18.28277206,-66.37049866
10096,Caguas,Puerto Rico,Laura,Case,Corporate,PR,7004 Hazy Lake Townline,725,18.26978493,-66.37052918
2300,Caguas,Puerto Rico,Patrick,Williamson,Corporate,PR,1023 Merry Canyon,725,18.24620819,-66.37062073
10009,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,8547 Misty Carrefour,725,18.29542542,-66.37052155
2703,Caguas,Puerto Rico,Kimberly,Smith,Corporate,PR,8736 Wishing Hickory Townline,725,18.2091713,-66.37055206
6242,Caguas,Puerto Rico,David,Smith,Corporate,PR,9174 Umber Zephyr Run,725,18.26251984,-66.37051392
12626,Caguas,Puerto Rico,September,Camacho,Corporate,PR,3819 Easy Knoll ,725,18.27212143,-66.03704834
12659,Caguas,Puerto Rico,Wynter,Lynch,Corporate,PR,7302 Cotton Freeway ,725,18.21709251,-66.03705597
12907,Caguas,Puerto Rico,Rose,Burgess,Corporate,PR,2676 Jagged Key ,725,18.25995636,-66.03705597
11048,Caguas,Puerto Rico,Randy,Ball,Corporate,PR,2743 Hidden Blossom Square,725,18.24233246,-66.37054443
10546,Caguas,Puerto Rico,Mary,Taylor,Corporate,PR,3236 Emerald Impasse,725,18.20015526,-66.37062836
9232,Caguas,Puerto Rico,Robert,King,Corporate,PR,2262 Dusty Lake Grove,725,18.29578018,-66.37058258
908,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,7798 Cinder Dale,725,18.22406769,-66.04705048
9992,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,2676 Velvet Common,725,18.29933739,-66.37055969
7779,Caguas,Puerto Rico,Margaret,Bryan,Corporate,PR,6285 Bright Link,725,18.27885819,-66.37060547
4902,Caguas,Puerto Rico,Martha,Garcia,Corporate,PR,6546 Wishing Moor,725,18.2208004,-66.37055969
7296,Caguas,Puerto Rico,Richard,Randall,Corporate,PR,3741 Noble Nook,725,18.24425125,-66.37055206
8910,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,6481 Wishing Anchor Centre,725,18.20976257,-66.37055969
3456,Caguas,Puerto Rico,Jeffrey,Ramos,Corporate,PR,9557 Gentle Inlet,725,18.22146416,-66.37062073
2856,Caguas,Puerto Rico,Karen,Guzman,Corporate,PR,8641 Sleepy Mews,725,18.29691505,-66.37062073
7964,Caguas,Puerto Rico,Stephen,Smith,Corporate,PR,7810 Quaking Terrace,725,18.2563839,-66.37052918
4651,Caguas,Puerto Rico,Gerald,Wright,Corporate,PR,4806 Dusty Bear Avenue,725,18.2953167,-66.37055206
12234,Caguas,Puerto Rico,Mary,Leblanc,Corporate,PR,2867 Heather Carrefour,725,18.23427773,-66.37054443
4422,Caguas,Puerto Rico,Mary,Schwartz,Corporate,PR,2676 Velvet Common,725,18.20640945,-66.37052918
5047,Caguas,Puerto Rico,Shirley,Whitehead,Corporate,PR,3627 Cozy Sky Trace,725,18.28946495,-66.37059021
5134,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,7713 Little Terrace,725,18.24083901,-66.37051392
11031,Caguas,Puerto Rico,Kyle,Williams,Corporate,PR,9959 Hazy Port,725,18.23633957,-66.37055969
9327,Caguas,Puerto Rico,Donna,Smith,Corporate,PR,4114 Clear Nectar Isle,725,18.20042229,-66.37059021
1417,Caguas,Puerto Rico,Rachel,Smith,Corporate,PR,9543 Lost Corners,725,18.25158501,-66.37049866
10255,Caguas,Puerto Rico,Shirley,Smith,Corporate,PR,4590 Gentle River Wood,725,18.28203201,-66.37050629
5071,Caguas,Puerto Rico,Andrew,Campos,Corporate,PR,5041 Honey Round,725,18.21343422,-66.37063599
8499,Caguas,Puerto Rico,Angela,Smith,Corporate,PR,733 Tawny Nectar Link,725,18.25835609,-66.37059784
11014,Caguas,Puerto Rico,Heather,Smith,Corporate,PR,8417 Cinder Key,725,18.27233315,-66.37057495
5824,Caguas,Puerto Rico,James,Smith,Corporate,PR,2248 Bright Way,725,18.20789528,-66.37052918
15778,Rio Grande,Puerto Rico,Ina,Wolf,Corporate,PR,1384 Thunder Apple Manor,745,18.38014031,-65.83062744
5691,Humacao,Puerto Rico,James,Brown,Corporate,PR,3444 Quiet Bluff Farm,791,18.1501503,-65.82595062
7662,Caguas,Puerto Rico,Tiffany,Parsons,Corporate,PR,1596 Rocky Run,725,18.20697975,-66.37054443
7369,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,6289 Tawny Range,725,18.20822525,-66.3705368
1525,Caguas,Puerto Rico,Ralph,Washington,Corporate,PR,5352 Jagged Subdivision,725,18.27647972,-66.37059784
5182,Caguas,Puerto Rico,Thomas,Morgan,Corporate,PR,5443 Hazy Pond Way,725,18.25744438,-66.37052155
1764,Caguas,Puerto Rico,Megan,Davila,Corporate,PR,4682 Red View,725,18.24567986,-66.37054443
6634,Toa Alta,Puerto Rico,Mary,Smith,Corporate,PR,2153 Iron Log Downs,953,18.37145042,-66.20330811
5562,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,1384 Hazy Cloud Village,725,18.29872131,-66.37060547
12008,Caguas,Puerto Rico,Mary,Mcguire,Corporate,PR,2966 Old Pathway,725,18.28828239,-66.3705368
6474,Caguas,Puerto Rico,Madison,Smith,Corporate,PR,9190 Dusty Limits,725,18.2021637,-66.37052918
8127,Caguas,Puerto Rico,Rose,Anderson,Corporate,PR,3930 Cozy Byway,725,18.27364349,-66.37052155
6648,Vega Baja,Puerto Rico,Austin,Ho,Corporate,PR,7885 Colonial Mount,693,18.44484711,-66.38641357
10933,Caguas,Puerto Rico,Barbara,Smith,Corporate,PR,5594 Jagged Embers By-pass,725,18.25609589,-66.37055969
10651,Caguas,Puerto Rico,Anna,George,Corporate,PR,318 Merry Creek Mountain,725,18.22998047,-66.37054443
4406,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,9299 Grand Branch Route,725,18.26360703,-66.37056732
8844,Caguas,Puerto Rico,Mary,Barnes,Corporate,PR,8361 Quiet Wynd,725,18.2537384,-66.37052918
1653,Caguas,Puerto Rico,Brian,Gates,Corporate,PR,1626 Heather Road,725,18.23263359,-66.37059784
6898,Caguas,Puerto Rico,Nathan,Butler,Corporate,PR,9393 Fallen Hill,725,18.26618958,-66.37059784
7918,Caguas,Puerto Rico,Mary,Kemp,Corporate,PR,2070 Crystal Timber Gardens,725,18.24737358,-66.37050629
9970,Caguas,Puerto Rico,Frank,Pierce,Corporate,PR,9539 Rustic Beacon Ramp,725,18.2462635,-66.37058258
238,Caguas,Puerto Rico,Charles,Turner,Corporate,PR,7760 Golden Limits,725,18.35900307,-66.07815552
3513,Caguas,Puerto Rico,Shirley,Boyer,Corporate,PR,2175 Hazy Deer Valley,725,18.24061394,-66.37055206
3817,Toa Alta,Puerto Rico,Gary,Garcia,Corporate,PR,8736 Merry Moor,953,18.37145042,-66.20330811
17829,Caguas,Puerto Rico,Karly,Cook,Corporate,PR,6682 Shady Trail,725,18.25120735,-66.03705597
16176,Caguas,Puerto Rico,Lacy,Hayes,Corporate,PR,4971 Lost Acres,725,18.2511158,-66.03704834
9442,Caguas,Puerto Rico,Mary,Gonzales,Corporate,PR,5364 Heather Quail Court,725,18.241745,-66.37052155
3298,Caguas,Puerto Rico,Mary,Ray,Corporate,PR,75 Noble Swale,725,18.21182442,-66.37058258
2768,Caguas,Puerto Rico,Adam,Smith,Corporate,PR,3729 Dewy Line,725,18.23244858,-66.37058258
309,Caguas,Puerto Rico,Phillip,Smith,Corporate,PR,4651 Dewy Village,725,18.02523232,-66.61327362
11041,Caguas,Puerto Rico,Walter,Smith,Corporate,PR,7005 Silver Hills Line,725,18.22314644,-66.37056732
5600,Caguas,Puerto Rico,Helen,Smith,Corporate,PR,2736 Blue Crest,725,18.29227638,-66.3706131
8771,Caguas,Puerto Rico,Karen,Green,Corporate,PR,6718 High Panda Dell,725,18.24752235,-66.37063599
2636,Caguas,Puerto Rico,Christian,Smith,Corporate,PR,1111 Velvet Path,725,18.26220894,-66.37054443
6448,Caguas,Puerto Rico,Mary,Lawrence,Corporate,PR,4839 Velvet Place,725,18.2444706,-66.37055969
12044,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,1131 Blue Isle,725,18.25540733,-66.37059021
205,Caguas,Puerto Rico,Ryan,Garcia,Corporate,PR,911 Lost Zephyr Vista,725,18.23829079,-66.02120209
2984,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,9767 Amber Valley,725,18.25416374,-66.37062836
8309,Caguas,Puerto Rico,Mary,Morales,Corporate,PR,29 Golden Grove Ramp,725,18.20601082,-66.37055206
770,Caguas,Puerto Rico,Mary,Dudley,Corporate,PR,3836 Blue Brook Stead,725,18.2275734,-66.04371643
8368,Caguas,Puerto Rico,Susan,Smith,Corporate,PR,6223 Cotton Forest Estates,725,18.2792511,-66.37059021
9689,Caguas,Puerto Rico,Mary,Moore,Corporate,PR,3996 Misty Vale,725,18.28805924,-66.37062836
10764,Caguas,Puerto Rico,Janet,Mccoy,Corporate,PR,4839 Lazy View,725,18.23037148,-66.37051392
6989,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,7509 Little Expressway,725,18.22945023,-66.37058258
904,Caguas,Puerto Rico,Elizabeth,Gonzales,Corporate,PR,5630 Silent Farms,725,18.22748566,-66.04354096
2854,Caguas,Puerto Rico,Lauren,Smith,Corporate,PR,4392 Burning Farms,725,18.23596954,-66.37060547
8539,Caguas,Puerto Rico,John,Smith,Corporate,PR,5202 Old Shadow Rise,725,18.20027351,-66.37057495
3625,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,357 Noble Lane,725,18.25517273,-66.37060547
3488,Caguas,Puerto Rico,Mary,Mueller,Corporate,PR,3902 Umber Valley,725,18.2970829,-66.37057495
2911,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,9166 Golden Nectar Corner,725,18.22272873,-66.37052918
9236,Caguas,Puerto Rico,Patrick,Webb,Corporate,PR,9236 Little Pony Wharf,725,18.26347351,-66.37059021
5030,Caguas,Puerto Rico,Rose,Harper,Corporate,PR,3671 Silver Village,725,18.24529076,-66.37052155
1212,Caguas,Puerto Rico,William,Spears,Corporate,PR,3278 Middle Cape,725,18.2473774,-66.3706131
6102,Caguas,Puerto Rico,Henry,Hamilton,Corporate,PR,9890 Clear Knoll,725,18.2619915,-66.37059784
983,Caguas,Puerto Rico,Michael,Richmond,Corporate,PR,5645 Sunny Spring Gate,725,18.22757721,-66.04562378
4726,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,381 Dusty Street,725,18.2247448,-66.37062073
6032,Caguas,Puerto Rico,Rose,Smith,Corporate,PR,7996 Tawny Diversion,725,18.29294205,-66.37059021
443,Caguas,Puerto Rico,Barbara,Robinson,Corporate,PR,8421 Sunny Butterfly Trace,725,18.22758102,-66.0435791
6987,Caguas,Puerto Rico,Mary,Phillips,Corporate,PR,6188 Foggy Beacon Via,725,18.22711563,-66.37059784
6742,Caguas,Puerto Rico,David,Richardson,Corporate,PR,3539 Gentle Heights,725,18.28523636,-66.37055206
7667,Caguas,Puerto Rico,Henry,Maldonado,Corporate,PR,9602 Broad Gardens,725,18.26971626,-66.3706131
6384,Caguas,Puerto Rico,Roy,Smith,Corporate,PR,1721 Jagged Embers Autoroute,725,18.25339127,-66.37060547
7237,Caguas,Puerto Rico,Olivia,Gregory,Corporate,PR,2963 Indian Elk Pathway,725,18.26735878,-66.37063599
6125,Caguas,Puerto Rico,Jeremy,Pennington,Corporate,PR,8647 Thunder Trail,725,18.23030853,-66.37051392
4764,Caguas,Puerto Rico,Christopher,Smith,Corporate,PR,3813 Grand Dale,725,18.2605648,-66.3706131
14496,Caguas,Puerto Rico,Giselle,Hyde,Corporate,PR,9832 Bright Pioneer Lane,725,18.27550125,-66.03705597
7731,Caguas,Puerto Rico,Kenneth,Dominguez,Corporate,PR,223 Round Hollow,725,18.25471306,-66.37059784
5098,Caguas,Puerto Rico,Janet,Allen,Corporate,PR,8343 Umber Avenue,725,18.22579575,-66.37059784
806,Caguas,Puerto Rico,Mary,Wells,Corporate,PR,7601 Pleasant Brook Gate,725,18.2275734,-66.04563141
11346,Caguas,Puerto Rico,Steven,Smith,Corporate,PR,8944 Misty Willow Point,725,18.29310036,-66.37062073
6955,Caguas,Puerto Rico,Amber,Smith,Corporate,PR,2803 Pleasant Barn Dell,725,18.23220635,-66.37054443
6113,Caguas,Puerto Rico,Mary,Davis,Corporate,PR,5057 Shady Anchor Run,725,18.24187088,-66.37051392
12536,Caguas,Puerto Rico,Quyn,Fuentes,Corporate,PR,4110 Silent Pointe ,725,18.27321625,-66.37059784
9900,Caguas,Puerto Rico,Carl,Palmer,Corporate,PR,3410 Grand Elk Trail,725,18.25153542,-66.37051392
7985,Caguas,Puerto Rico,Denise,Smith,Corporate,PR,1734 Old Hickory Corners,725,18.22399712,-66.37062073
12064,Caguas,Puerto Rico,Tammy,Smith,Corporate,PR,8219 Wishing Creek Close,725,18.28017044,-66.37052155
5332,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,1534 Wishing Blossom Nook,725,18.21160507,-66.37054443
8668,Caguas,Puerto Rico,Emily,Riley,Corporate,PR,9494 Harvest Turnabout,725,18.20666313,-66.37063599
16564,Caguas,Puerto Rico,Ruth,Vinson,Corporate,PR,9216 Crystal Lagoon Park,725,18.21538544,-66.03704834
19239,Caguas,Puerto Rico,Libby,Branch,Corporate,PR,1613 Broad Beach,725,18.21265411,-66.03705597
6726,Caguas,Puerto Rico,Edward,Ryan,Corporate,PR,2385 Lost Zephyr Green,725,18.26427651,-66.37059021
11582,Caguas,Puerto Rico,Debra,Hull,Corporate,PR,7970 Little Heath,725,18.2283001,-66.37059784
7660,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,833 Amber Anchor Glen,725,18.2567749,-66.3706131
15332,Caguas,Puerto Rico,Heidi,Wong,Corporate,PR,259 Sunny Passage,725,18.23684311,-66.0370636
10080,Caguas,Puerto Rico,Jane,Smith,Corporate,PR,3189 Grand Concession,725,18.29292488,-66.37059784
17597,Caguas,Puerto Rico,Demetria,Velasquez,Corporate,PR,9918 Lazy Cape,725,18.23215675,-66.03705597
20330,Caguas,Puerto Rico,Joan,Galloway,Corporate,PR,9598 Cinder Close,725,18.27410698,-66.03704834
16218,Caguas,Puerto Rico,Ulla,Peck,Corporate,PR,9916 Wishing Manor,725,18.22852516,-66.03705597
5936,Caguas,Puerto Rico,Michael,Davis,Corporate,PR,5271 Quaking Deer Bend,725,18.29506111,-66.37051392
8087,Caguas,Puerto Rico,Sean,Smith,Corporate,PR,933 Hidden Rabbit Via,725,18.20253372,-66.37058258
9909,Caguas,Puerto Rico,Mary,Wong,Corporate,PR,9856 High Bear Crossing,725,18.22954941,-66.37056732
12195,Caguas,Puerto Rico,Brenda,Moyer,Corporate,PR,952 Pleasant Bluff Pines,725,18.2187748,-66.37056732
1661,Caguas,Puerto Rico,Mary,Austin,Corporate,PR,146 Middle Terrace,725,18.26615334,-66.37050629
5909,Caguas,Puerto Rico,Catherine,Owens,Corporate,PR,3760 Rocky Village,725,18.28386116,-66.37055206
1651,Caguas,Puerto Rico,Stephanie,Smith,Corporate,PR,8967 Sleepy Lane,725,18.21465302,-66.37059021
698,Caguas,Puerto Rico,Mary,Smith,Corporate,PR,1865 Dusty Deer Mountain,725,18.2275734,-66.04371643
7739,Caguas,Puerto Rico,Kathy,Morris,Corporate,PR,3858 Shady Rise Place,725,18.24962235,-66.37055969
9278,Caguas,Puerto Rico,Sandra,Gordon,Corporate,PR,1482 Hazy Wharf,725,18.29266167,-66.37063599
